year,route,cargo,traffic_type,containerization,distance_km,class_coeff,cargo_coeff,traffic_coeff,container_coeff,tariff_index,volume_mln_t,revenue_base_bln_rub
2026,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2027,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2028,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2029,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2030,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2031,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2032,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2033,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2034,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2035,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2036,ВЕЛИКИЙ НОВГОРОД -> АВТОВО,Удобрения,Внутр. перевозки,Конт.,893.0,1.0,1.1,1.0,1.08,1.1880000000000002,0.0,0.0
2026,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,26.68314403716765,28.699844322913414
2027,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,25.870748925589346,27.826048746255868
2028,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,22.039474213380075,23.705207977058695
2029,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.223383780430325,18.52511954826639
2030,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,14.40509640017809,15.493827247861136
2031,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,5.927841558864309,6.37586521563299
2032,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,5.564278131074811,5.984823823939069
2033,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,5.14039449681139,5.528903251106818
2034,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,3.185646054378295,3.4264157814839433
2035,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,3.1616398021509706,3.4005951472760287
2036,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,3.1520332272177463,3.3902625116362444
2026,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,2.2235953364306376,2.3916536935761177
2027,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,3.122331766881473,3.358316227996398
2028,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,6.611842264014022,7.111562393117607
2029,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,10.764614862768955,11.578199717666495
2030,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,12.347225485866936,13.280423355309548
2031,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,19.75947186288103,21.25288405210996
2032,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,18.54759377024937,19.949412746463565
2033,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.13464832270463,18.429677503689387
2034,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.521053299080624,18.84528679816169
2035,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.389018911830338,18.703273310018158
2036,ВЕЛИКИЙ НОВГОРОД -> АВТОВО (ЭКСП.),Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.336182749697606,18.646443813999348
2026,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,43.938338385735115,24.472077094506414
2027,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,41.61380516704169,23.177395542436727
2028,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,39.67164830068912,22.095683891309847
2029,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,37.424875143383886,20.844311901847178
2030,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,34.91843252789931,19.448313346312165
2031,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,32.16823855292401,17.916554034214624
2032,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,29.242057894882215,16.28677645757097
2033,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,26.196927584807916,14.590748195037717
2034,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,23.723422028464626,13.213094399003975
2035,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,22.907973455088403,12.758918818237204
2036,ВЕЛИКИЙ НОВГОРОД -> ВОЛХОВСТРОЙ II,Минерально-строит.,Внутр. перевозки,Конт.,893.0,0.75,0.77,1.0,1.08,0.6237,22.202163687762614,12.365808116407386
2026,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,25.246361116435875,24.685881801106554
2027,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,24.279473564725567,23.740459539799236
2028,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,23.1305187705128,22.61701200159991
2029,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,20.80840763401488,20.3464526611767
2030,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,19.43295929665192,19.001539827082528
2031,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,17.904296886573427,17.50681433397274
2032,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,16.291303064920694,15.929629620358229
2033,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,14.587815840772983,14.263960493981488
2034,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,13.185703770628749,12.892975872639283
2035,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,11.661209095183988,11.402325588787265
2036,ЗАГОРОДНЯЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,11.321931822193859,11.070580406968425
2026,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,0.0,0.0
2027,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,0.0,0.0
2028,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,0.0,0.0
2029,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,0.0,0.0
2030,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,0.0,0.0
2031,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,32.9260457593174,32.19507437304225
2032,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,30.92457988204232,30.238041838829027
2033,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,28.719602113535252,28.082015458773927
2034,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,26.92447344117333,26.326739360989908
2035,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,26.99092115313243,26.39171190716443
2036,ЗАИНСК -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,27.200650017976738,26.596784707317646
2026,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,25.246361116435875,24.685881801106554
2027,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,24.279473564725567,23.740459539799236
2028,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,23.1305187705128,22.61701200159991
2029,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,20.80840763401488,20.3464526611767
2030,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,19.43295929665192,19.001539827082528
2031,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,17.904296886573427,17.50681433397274
2032,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,16.291303064920694,15.929629620358229
2033,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,14.587815840772983,14.263960493981488
2034,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,13.185703770628749,12.892975872639283
2035,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,11.661209095183988,11.402325588787265
2036,КАШПИР -> ВЫШЕСТЕБЛИЕВСКАЯ (НАЛИВ)(ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,11.321931822193859,11.070580406968425
2026,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,8.415453705478624,8.228627267035517
2027,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,8.093157854908524,7.913486513266413
2028,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,7.710172923504267,7.539004000533304
2029,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,13.872271756009921,13.564301774117798
2030,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,12.955306197767948,12.667693218055023
2031,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,11.936197924382284,11.671209555981829
2032,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,10.86086870994713,10.619753080238821
2033,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,9.725210560515322,9.509306995987657
2034,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,8.790469180419166,8.595317248426188
2035,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,15.548278793578653,15.20310078504969
2036,НОВОКУЙБЫШЕВСКАЯ -> НОВОРОССИЙСК (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,15.09590909625848,14.760773875957904
2026,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,117.81635187670074,115.20078173849724
2027,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,113.30420996871932,110.78881118572976
2028,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,107.94242092905974,105.54605600746623
2029,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,97.10590229206943,94.95011241882459
2030,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,90.68714338437563,88.67385252638515
2031,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,83.55338547067599,81.6984668918728
2032,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,76.0260809696299,74.33827156167175
2033,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,68.07647392360725,66.56514897191362
2034,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,61.53328426293415,60.16722073898331
2035,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,54.418975777525276,53.210852747673904
2036,НОВОКУЙБЫШЕВСКАЯ -> ТУАПСЕ-СОРТИРОВОЧНАЯ (ЭКСП.),Нефтяные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,52.83568183690467,51.66270856585265
2026,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,174.39255877272797,170.5209742109499
2027,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,189.2319916286857,185.03096572173223
2028,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,195.67822041744066,191.3340856528853
2029,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,185.75889188015526,181.6349701768591
2030,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,176.27603315483725,172.36263470838662
2031,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,141.58199676506482,138.4388198040817
2032,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,132.975693492782,130.02357990696484
2033,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,123.4942890882016,120.75266647272788
2034,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,115.77523579704533,113.20497925225659
2035,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,116.06096095846945,113.48436120080704
2036,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Остальные грузы,Экспорт,Конт.,879.0,1.0,1.0,1.03,1.08,1.1124,116.96279507729997,114.3661742414659
2026,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,20.012358027875738,21.524883242185055
2027,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,20.072132787095185,21.58917575140542
2028,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,19.835526792042067,21.334687179352823
2029,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,19.37630675298412,20.840759491799698
2030,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,18.520838228800404,19.92063503296432
2031,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,17.78352467659293,19.12759564689897
2032,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,16.692834393224434,17.954471471817207
2033,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,15.42118349043417,16.586709753320456
2034,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,14.335407244702328,15.418871016677745
2035,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,14.227379109679369,15.302678162742131
2036,ХИМЗАВОДСКАЯ -> ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ,Удобрения,Экспорт,Конт.,879.0,1.0,1.1,1.03,1.08,1.2236400000000003,14.18414952247986,15.256181302363101
2026,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,46.44303924217492,77.93725309409834
2027,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,44.59540780019746,74.83669547195105
2028,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,42.39847566480511,71.14996741408649
2029,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,39.85742462479976,66.88576461294687
2030,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,37.09067685269856,62.24281434784089
2031,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,34.12819313106992,57.27139457499259
2032,НОВОТРОИЦК -> НАВАШИНО,Черные металлы,Внутр. перевозки,Конт.,893.0,1.74,1.0,1.0,1.08,1.8792000000000002,30.992339735776923,52.0090387145045
