year,cargo,volume_mln_t,revenue_bln_rub,revenue_share_pct,revenue_yoy_pct
2031,Кокс каменноугольный,6.574912983322599,5.155321680117782,0.7639328900440384,-5.747239093126133
2031,Руды всякие,0.0,0.0,0.0,
2032,Остальные грузы,205.13304655088075,200.02815750770972,29.631079790543712,-6.078670642400807
2032,Уголь каменный,173.6460809103439,132.8116134399832,19.67398772245007,-8.746853052613556
2032,Нефтяные грузы,119.46955580941842,116.81728388262702,17.304675015602754,-9.00897606798694
2032,Удобрения,49.36513418850986,52.97032902807703,7.8467355072338165,-6.133150223049332
2032,Черные металлы,30.992339735776923,52.0090387145045,7.704335205505062,-9.188454200460294
2032,Руды всякие,72.34289662114547,50.40000945753564,7.465982391118288,inf
2032,Минерально-строит.,64.33252736874087,35.83090820665613,5.307795228769999,-9.096490170661852
2032,nan,17.2553868,15.4090604124,2.282614129260949,8.897008660232553
2032,Лесные грузы,13.331195102471522,14.104126692293539,2.0893083683939806,-9.097018388287815
2032,Кокс каменноугольный,5.970572773656198,4.681464734335713,0.6934866411213704,-9.191607724685047
2033,Остальные грузы,190.50669401978385,185.76579268133906,30.2197473296505,-7.130178572894641
2033,Уголь каменный,155.89914924815216,119.23803541675238,19.397238051029753,-10.220174028203221
2033,Нефтяные грузы,106.97731616566854,104.60237695586424,17.016358911188362,-10.456420934282118
2033,Удобрения,45.60452553581386,48.93507862404782,7.960592153325215,-7.617944759018435
2033,Черные металлы,27.73079783443228,46.535761754385376,7.570279445488071,-10.523703370415715
2033,Руды всякие,64.97935624981207,45.26996184139317,7.364363420861644,-10.178663995023207
2033,Минерально-строит.,57.633240686577416,32.099646029082976,5.22186123919009,-10.413529447964198
2033,nan,17.2553868,15.4090604124,2.5066935388305502,0.0
2033,Лесные грузы,11.908984021111607,12.599456996853766,2.0496368111693046,-10.668293955852803
2033,Кокс каменноугольный,5.434829709699608,4.261394105326048,0.693229099266517,-8.973059776114544
2034,Остальные грузы,178.5990071597831,174.15443750072012,30.836782634702615,-6.2505346183605255
2034,Уголь каменный,140.94456068283733,107.80015541808969,19.087713229248298,-9.592476057397137
2034,Нефтяные грузы,96.69516098461082,94.54848973268807,16.741297368976074,-9.611528452568818
2034,Удобрения,42.39359749288039,45.489652662676605,8.05465856292797,-7.040810106470441
2034,Черные металлы,24.98197934298184,41.92289907412901,7.423108734511266,-9.912511381253285
2034,Руды всякие,58.78187943380469,40.952289965805996,7.251247124057064,-9.53760882484167
2034,Минерально-строит.,52.19152846262217,29.068807677808746,5.147089656023588,-9.441968140484247
2034,nan,17.5116888,15.637938098400001,2.768942927413501,1.4853448547441417
2034,Лесные грузы,10.71008404546358,11.331045799061565,2.0063398977592914,-10.067189388470776
2034,Кокс каменноугольный,4.91819645455419,3.8563072809563876,0.6828198643803233,-9.505969510385526
2035,Остальные грузы,179.03977698244512,174.58423843720755,31.53868381366145,0.24679298595859933
2035,Уголь каменный,136.13251084486114,104.1197032041108,18.809248919156023,-3.4141436992411567
2035,Нефтяные грузы,93.2896727614719,91.21860471029812,16.478662436163717,-3.521880710949854
2035,Удобрения,42.074129674778305,45.14685372741739,8.15578976450822,-0.753575626969949
2035,Черные металлы,24.0555158247636,40.36817692674091,7.292520674392611,-3.7085272767968913
2035,Руды всякие,56.80981012100706,39.578384348832614,7.149844459082456,-3.354893262673597
2035,Минерально-строит.,50.39754160119449,28.069621400121846,5.070783720410333,-3.4373142812103796
2035,nan,17.711688799999997,15.816538098399999,2.8572613345710596,1.1420943021783092
2035,Лесные грузы,10.323597872155306,10.922151479290562,1.9730892384890453,-3.6086194250919634
2035,Кокс каменноугольный,4.759157860988056,3.7316067546579244,0.6741156395650745,-3.2336771220040528
2036,Остальные грузы,180.43097845257904,175.9408188199002,32.252877783531964,0.7770348542549321
2036,Уголь каменный,132.1858398447632,101.10785065516102,18.53475033257982,-2.8926826107499637
2036,Нефтяные грузы,90.57545457755086,88.5646432557474,16.235371837127328,-2.909451929219331
2036,Удобрения,41.946288331436165,45.00967597774563,8.251022065963056,-0.30384786169151967
2036,Черные металлы,23.299417014236866,39.09934815666645,7.167560694392387,-3.14314112420061
2036,Руды всякие,55.18733982269902,38.448038147635664,7.04816473919927,-2.855968528766617
2036,Минерально-строит.,48.844760113077754,27.20477785609625,4.98708816524824,-3.0810659385019035
2036,nan,17.781688799999998,15.879048098399998,2.9108935667781117,0.3952192294616186
2036,Лесные грузы,9.998248311944186,10.577938422529517,1.9391120118225955,-3.151513302243669
2036,Кокс каменноугольный,4.68327766958261,3.6721098766252815,0.6731588033572335,-1.5944037500301045
