ds,cargo,forecast_kt
2029-04-01,Остальные грузы,20679.872802340244
2029-05-01,Остальные грузы,21211.33329115533
2029-06-01,Остальные грузы,20224.722725885633
2029-07-01,Остальные грузы,20544.822940672806
2029-08-01,Остальные грузы,20424.71139796888
2029-09-01,Остальные грузы,19827.023108584097
2029-10-01,Остальные грузы,20565.41950330315
2029-11-01,Остальные грузы,19921.509279911337
2029-12-01,Остальные грузы,20026.642383977192
2030-01-01,Остальные грузы,18649.004988907272
2030-02-01,Остальные грузы,18062.63125516251
2030-03-01,Остальные грузы,20149.253729836404
2030-04-01,Остальные грузы,19635.921226040515
2030-05-01,Остальные грузы,20170.76634527012
2030-06-01,Остальные грузы,19151.764222193542
2030-07-01,Остальные грузы,19494.078196232967
2030-08-01,Остальные грузы,19370.760424125063
2030-09-01,Остальные грузы,18783.67311842779
2030-10-01,Остальные грузы,19536.367960070478
2030-11-01,Остальные грузы,18893.64489564424
2030-12-01,Остальные грузы,19037.40187969757
2031-01-01,Остальные грузы,17634.820861646927
2031-02-01,Остальные грузы,17008.37086335782
2031-03-01,Остальные грузы,19147.767163490953
2031-04-01,Остальные грузы,18585.640326639215
2031-05-01,Остальные грузы,19136.504657896177
2031-06-01,Остальные грузы,18081.45625715392
2031-07-01,Остальные грузы,18432.317985354923
2031-08-01,Остальные грузы,18301.91381009279
2031-09-01,Остальные грузы,17707.576904390815
2031-10-01,Остальные грузы,18501.889776037366
2031-11-01,Остальные грузы,17864.19521088329
2031-12-01,Остальные грузы,18006.98305319461
2032-01-01,Остальные грузы,16598.713970092453
2032-02-01,Остальные грузы,15922.145811476148
2032-03-01,Остальные грузы,18105.978896593708
2032-04-01,Остальные грузы,17505.776835941826
2032-05-01,Остальные грузы,18041.767537617867
2032-06-01,Остальные грузы,16983.958825105914
2032-07-01,Остальные грузы,17294.207646040806
2032-08-01,Остальные грузы,17171.08373873514
2032-09-01,Остальные грузы,16564.94726052493
2032-10-01,Остальные грузы,17367.99473822236
2032-11-01,Остальные грузы,16705.071423147354
2032-12-01,Остальные грузы,16871.399867382246
2033-01-01,Остальные грузы,15459.103507346203
2033-02-01,Остальные грузы,14732.52352617472
2033-03-01,Остальные грузы,16961.2705469315
2033-04-01,Остальные грузы,16314.776441939483
2033-05-01,Остальные грузы,16848.93089944623
2033-06-01,Остальные грузы,15726.420696229838
2033-07-01,Остальные грузы,16052.848007800198
2033-08-01,Остальные грузы,15914.298167634071
2033-09-01,Остальные грузы,15298.254083220028
2033-10-01,Остальные грузы,16131.97578967976
2033-11-01,Остальные грузы,15449.382730153482
2033-12-01,Остальные грузы,15616.909623228348
2034-01-01,Остальные грузы,14165.52077988858
2034-02-01,Остальные грузы,13783.98637886388
2034-03-01,Остальные грузы,15681.229443816917
2034-04-01,Остальные грузы,14950.456203436634
2034-05-01,Остальные грузы,15483.077017962918
2034-06-01,Остальные грузы,14814.38815294353
2034-07-01,Остальные грузы,15137.277746730662
2034-08-01,Остальные грузы,15108.404477973538
2034-09-01,Остальные грузы,14696.62181201247
2034-10-01,Остальные грузы,15155.468950772345
2034-11-01,Остальные грузы,14762.47119284152
2034-12-01,Остальные грузы,14860.10500254013
2035-01-01,Остальные грузы,14208.78715164191
2035-02-01,Остальные грузы,13908.163763078384
2035-03-01,Остальные грузы,15200.078059717025
2035-04-01,Остальные грузы,15006.414783019936
2035-05-01,Остальные грузы,15393.970731134861
2035-06-01,Остальные грузы,14937.282600737966
2035-07-01,Остальные грузы,15266.613897229487
2035-08-01,Остальные грузы,15230.063718744635
2035-09-01,Остальные грузы,14799.76174373652
2035-10-01,Остальные грузы,15259.773461305402
2035-11-01,Остальные грузы,14857.949667987314
2035-12-01,Остальные грузы,14970.9174041117
2036-01-01,Остальные грузы,14332.44371162095
2036-02-01,Остальные грузы,14037.505995326852
2036-03-01,Остальные грузы,15331.792750476669
2036-04-01,Остальные грузы,15120.009385365727
2036-05-01,Остальные грузы,15514.164360528182
2036-06-01,Остальные грузы,15048.430927088857
2036-07-01,Остальные грузы,15388.898528942604
2036-08-01,Остальные грузы,15346.836101334042
2036-09-01,Остальные грузы,14906.274846402443
2036-10-01,Остальные грузы,15360.233475803745
2036-11-01,Остальные грузы,14958.549810844708
2036-12-01,Остальные грузы,15085.838558844265
2026-01-01,Руды всякие,8395.570934385001
2026-02-01,Руды всякие,7865.556031034633
2026-03-01,Руды всякие,9099.613387635605
2026-04-01,Руды всякие,8891.879165677194
2026-05-01,Руды всякие,9523.624965200397
2026-06-01,Руды всякие,8866.68293411149
2026-07-01,Руды всякие,9072.996218155824
2026-08-01,Руды всякие,9029.120939730641
2026-09-01,Руды всякие,8695.022346206777
2026-10-01,Руды всякие,9159.244687828326
2026-11-01,Руды всякие,8588.997651099433
2026-12-01,Руды всякие,8510.548035735073
2027-01-01,Руды всякие,8128.081449852392
2027-02-01,Руды всякие,7564.376297333208
2027-03-01,Руды всякие,8807.190825975198
2027-04-01,Руды всякие,8553.283475413707
2027-05-01,Руды всякие,9160.884458335495
2027-06-01,Руды всякие,8510.462649137206
2027-07-01,Руды всякие,8781.992012150711
2027-08-01,Руды всякие,8738.367205820034
2027-09-01,Руды всякие,8375.734958949835
2027-10-01,Руды всякие,8843.71587389631
2027-11-01,Руды всякие,8285.6590258122
2027-12-01,Руды всякие,8188.997277519564
2028-01-01,Руды всякие,7782.880509201079
2028-02-01,Руды всякие,7236.0476859381815
2028-03-01,Руды всякие,8458.936707229963
2028-04-01,Руды всякие,8180.306899752442
2028-05-01,Руды всякие,8764.454840474049
2028-06-01,Руды всякие,8123.917102535181
2028-07-01,Руды всякие,8381.820482786854
2028-08-01,Руды всякие,8346.967300541291
2028-09-01,Руды всякие,7976.821269896205
2028-10-01,Руды всякие,8433.33704608318
2028-11-01,Руды всякие,7877.002295216762
2028-12-01,Руды всякие,7787.692760871039
2029-01-01,Руды всякие,7376.339683198936
2029-02-01,Руды всякие,6836.650204924747
2029-03-01,Руды всякие,8031.1496592827225
2029-04-01,Руды всякие,7748.598510082051
2029-05-01,Руды всякие,8300.657641195492
2029-06-01,Руды всякие,7676.190396317744
2029-07-01,Руды всякие,7916.014654206132
2029-08-01,Руды всякие,7864.484310154928
2029-09-01,Руды всякие,7512.413319518511
2029-10-01,Руды всякие,7954.812660970457
2029-11-01,Руды всякие,7412.630128238036
2029-12-01,Руды всякие,7326.089805098058
2030-01-01,Руды всякие,6913.082892109027
2030-02-01,Руды всякие,6391.150985253744
2030-03-01,Руды всякие,7550.024247580096
2030-04-01,Руды всякие,7259.828287559606
2030-05-01,Руды всякие,7780.202875946461
2030-06-01,Руды всякие,7160.276517248248
2030-07-01,Руды всякие,7396.9649896180235
2030-08-01,Руды всякие,7338.4839702717045
2030-09-01,Руды всякие,6995.0831658784355
2030-10-01,Руды всякие,7418.920441035617
2030-11-01,Руды всякие,6892.493571749513
2030-12-01,Руды всякие,6816.030639233203
2031-01-01,Руды всякие,6399.177864469788
2031-02-01,Руды всякие,5890.708651455894
2031-03-01,Руды всякие,7018.273151810204
2031-04-01,Руды всякие,6721.696986387353
2031-05-01,Руды всякие,7215.660360499308
2031-06-01,Руды всякие,6605.787905339644
2031-07-01,Руды всякие,6832.545550250144
2031-08-01,Руды всякие,6769.016409503539
2031-09-01,Руды всякие,6432.871598492666
2031-10-01,Руды всякие,6846.441870711165
2031-11-01,Руды всякие,6343.534670575663
2031-12-01,Руды всякие,6266.289376847598
2032-01-01,Руды всякие,5854.7417514065555
2032-02-01,Руды всякие,5359.681042962124
2032-03-01,Руды всякие,6449.015087067431
2032-04-01,Руды всякие,6153.4783438358445
2032-05-01,Руды всякие,6609.461941278783
2032-06-01,Руды всякие,6026.846148001783
2032-07-01,Руды всякие,6225.302108391061
2032-08-01,Руды всякие,6164.7405936424675
2032-09-01,Руды всякие,5838.704095041016
2032-10-01,Руды всякие,6231.346020235209
2032-11-01,Руды всякие,5747.380354169213
2032-12-01,Руды всякие,5682.1991351139795
2033-01-01,Руды всякие,5276.350172552775
2033-02-01,Руды всякие,4798.433411969525
2033-03-01,Руды всякие,5846.11770744207
2033-04-01,Руды всякие,5550.647280404599
2033-05-01,Руды всякие,5972.832835342454
2033-06-01,Руды всякие,5399.08935032186
2033-07-01,Руды всякие,5589.592046480222
2033-08-01,Руды всякие,5525.7338793830495
2033-09-01,Руды всякие,5213.630288682914
2033-10-01,Руды всякие,5594.236749068598
2033-11-01,Руды всякие,5135.2656978651785
2033-12-01,Руды всякие,5077.426830298822
2034-01-01,Руды всякие,4665.694313788549
2034-02-01,Руды всякие,4332.366349256066
2034-03-01,Руды всякие,5217.397484947449
2034-04-01,Руды всякие,4911.0846356416505
2034-05-01,Руды всякие,5298.754457244741
2034-06-01,Руды всякие,4909.462565217474
2034-07-01,Руды всякие,5087.468546131752
2034-08-01,Руды всякие,5063.19758310534
2034-09-01,Руды всякие,4833.603281915336
2034-10-01,Руды всякие,5071.2923867053
2034-11-01,Руды всякие,4733.62040552442
2034-12-01,Руды всякие,4657.937424326606
2035-01-01,Руды всякие,4510.09769220451
2035-02-01,Руды всякие,4212.857398005981
2035-03-01,Руды всякие,4875.95776130908
2035-04-01,Руды всякие,4753.8770851493455
2035-05-01,Руды всякие,5080.418247702351
2035-06-01,Руды всякие,4773.46203034073
2035-07-01,Руды всякие,4947.729769908573
2035-08-01,Руды всякие,4921.908840589489
2035-09-01,Руды всякие,4693.8271210937355
2035-10-01,Руды всякие,4923.899953306315
2035-11-01,Руды всякие,4593.451561583855
2035-12-01,Руды всякие,4522.322659813092
2036-01-01,Руды всякие,4382.325142038834
2036-02-01,Руды всякие,4096.148558069875
2036-03-01,Руды всякие,4740.116963086755
2036-04-01,Руды всякие,4617.652817032056
2036-05-01,Руды всякие,4936.07024049625
2036-06-01,Руды всякие,4636.143823685919
2036-07-01,Руды всякие,4808.296901855332
2036-08-01,Руды всякие,4781.992739504853
2036-09-01,Руды всякие,4558.46000732688
2036-10-01,Руды всякие,4779.193037250587
2036-11-01,Руды всякие,4458.887954745918
2036-12-01,Руды всякие,4392.051637605768
2026-01-01,Уголь каменный,22259.25408430987
2026-02-01,Уголь каменный,20449.988339191612
2026-03-01,Уголь каменный,23063.668441619007
2026-04-01,Уголь каменный,21172.648221944273
2026-05-01,Уголь каменный,21319.754867185286
2026-06-01,Уголь каменный,19386.234577414627
2026-07-01,Уголь каменный,19705.441550261803
2026-08-01,Уголь каменный,20133.919185128056
2026-09-01,Уголь каменный,20150.088345512508
2026-10-01,Уголь каменный,22119.684250327085
2026-11-01,Уголь каменный,22091.194886040663
2026-12-01,Уголь каменный,22582.077608563166
2027-01-01,Уголь каменный,21544.4976467789
2027-02-01,Уголь каменный,19660.710459275462
2027-03-01,Уголь каменный,22314.831422003484
2027-04-01,Уголь каменный,20357.30062969558
2027-05-01,Уголь каменный,20497.194639676574
2027-06-01,Уголь каменный,18594.577189345357
2027-07-01,Уголь каменный,19060.51109923636
2027-08-01,Уголь каменный,19471.72260916772
2027-09-01,Уголь каменный,19396.102324992353
2027-10-01,Уголь каменный,21345.908293908815
2027-11-01,Уголь каменный,21303.212610989827
2027-12-01,Уголь каменный,21723.842779253093
2028-01-01,Уголь каменный,20624.224669075153
2028-02-01,Уголь каменный,18801.438267813093
2028-03-01,Уголь каменный,21425.153076057195
2028-04-01,Уголь каменный,19460.950742569417
2028-05-01,Уголь каменный,19600.204710449805
2028-06-01,Уголь каменный,17737.87060436996
2028-07-01,Уголь каменный,18179.749612235384
2028-08-01,Уголь каменный,18586.4350688311
2028-09-01,Уголь каменный,18459.028007977693
2028-10-01,Уголь каменный,20344.24781879151
2028-11-01,Уголь каменный,20245.17840555026
2028-12-01,Уголь каменный,20654.525817731217
2029-01-01,Уголь каменный,19541.959752477967
2029-02-01,Уголь каменный,17758.14982744614
2029-03-01,Уголь каменный,20334.759312899958
2029-04-01,Уголь каменный,18425.793438943758
2029-05-01,Уголь каменный,18553.61253455062
2029-06-01,Уголь каменный,16748.91330728671
2029-07-01,Уголь каменный,17157.980552289802
2029-08-01,Уголь каменный,17499.798141205076
2029-09-01,Уголь каменный,17371.928562091263
2029-10-01,Уголь каменный,19179.452394864915
2029-11-01,Уголь каменный,19044.81852395617
2029-12-01,Уголь каменный,19425.852922690345
2030-01-01,Уголь каменный,18310.066011305156
2030-02-01,Уголь каменный,16595.841460843316
2030-03-01,Уголь каменный,19110.147437460422
2030-04-01,Уголь каменный,17255.972420257545
2030-05-01,Уголь каменный,17381.562036659394
2030-06-01,Уголь каменный,15612.686859852847
2030-07-01,Уголь каменный,16022.31297671621
2030-08-01,Уголь каменный,16317.990134995107
2030-09-01,Уголь каменный,16164.163295446882
2030-10-01,Уголь каменный,17877.747186681612
2030-11-01,Уголь каменный,17702.150977718353
2030-12-01,Уголь каменный,18069.31871709896
2031-01-01,Уголь каменный,16944.715135307233
2031-02-01,Уголь каменный,15291.663627123748
2031-03-01,Уголь каменный,17758.306846905547
2031-04-01,Уголь каменный,15969.94975667053
2031-05-01,Уголь каменный,16112.298534506299
2031-06-01,Уголь каменный,14394.000889132612
2031-07-01,Уголь каменный,14790.00430789187
2031-08-01,Уголь каменный,15041.306527044706
2031-09-01,Уголь каменный,14854.54092195584
2031-10-01,Уголь каменный,16489.390960445526
2031-11-01,Уголь каменный,16286.488276833028
2031-12-01,Уголь каменный,16608.255910094813
2032-01-01,Уголь каменный,15499.253792877405
2032-02-01,Уголь каменный,13908.948123200562
2032-03-01,Уголь каменный,16312.53707472905
2032-04-01,Уголь каменный,14613.63712456392
2032-05-01,Уголь каменный,14751.382077239185
2032-06-01,Уголь каменный,13123.756373767663
2032-07-01,Уголь каменный,13466.73731376484
2032-08-01,Уголь каменный,13689.15547477455
2032-09-01,Уголь каменный,13473.085488807703
2032-10-01,Уголь каменный,14999.989970191476
2032-11-01,Уголь каменный,14750.741211855504
2032-12-01,Уголь каменный,15056.85688457205
2033-01-01,Уголь каменный,13964.668397324229
2033-02-01,Уголь каменный,12448.70361139716
2033-03-01,Уголь каменный,14782.699348308546
2033-04-01,Уголь каменный,13176.370639368432
2033-05-01,Уголь каменный,13323.975406359745
2033-06-01,Уголь каменный,11749.02580175579
2033-07-01,Уголь каменный,12083.71177363274
2033-08-01,Уголь каменный,12261.846324904625
2033-09-01,Уголь каменный,12022.34940309107
2033-10-01,Уголь каменный,13459.25954927756
2033-11-01,Уголь каменный,13175.160438856636
2033-12-01,Уголь каменный,13451.378553875653
2034-01-01,Уголь каменный,12345.488759165255
2034-02-01,Уголь каменный,11236.221999754636
2034-03-01,Уголь каменный,13188.622315994246
2034-04-01,Уголь каменный,11653.211751399474
2034-05-01,Уголь каменный,11814.512246678378
2034-06-01,Уголь каменный,10676.545106243258
2034-07-01,Уголь каменный,10991.131160344265
2034-08-01,Уголь каменный,11227.861724958608
2034-09-01,Уголь каменный,11138.3515735785
2034-10-01,Уголь каменный,12194.725604991178
2034-11-01,Уголь каменный,12140.507358208677
2034-12-01,Уголь каменный,12337.381081520862
2035-01-01,Уголь каменный,11930.920969756236
2035-02-01,Уголь каменный,10923.040782159247
2035-03-01,Уголь каменный,12321.56904042152
2035-04-01,Уголь каменный,11275.446404744416
2035-05-01,Уголь каменный,11322.223043588956
2035-06-01,Уголь каменный,10374.039056533025
2035-07-01,Уголь каменный,10682.408278605717
2035-08-01,Уголь каменный,10907.224868509444
2035-09-01,Уголь каменный,10808.865804099427
2035-10-01,Уголь каменный,11834.161796267317
2035-11-01,Уголь каменный,11776.9897357148
2035-12-01,Уголь каменный,11975.621064461044
2036-01-01,Уголь каменный,11590.165974725762
2036-02-01,Уголь каменный,10617.330498973664
2036-03-01,Уголь каменный,11974.488539319114
2036-04-01,Уголь каменный,10947.783253284753
2036-05-01,Уголь каменный,10995.260361702776
2036-06-01,Уголь каменный,10069.110878139552
2036-07-01,Уголь каменный,10374.786885405136
2036-08-01,Уголь каменный,10590.108251004653
2036-09-01,Уголь каменный,10490.027618994025
2036-10-01,Уголь каменный,11480.468580878765
2036-11-01,Уголь каменный,11428.120264145587
2036-12-01,Уголь каменный,11628.188738189398
2026-01-01,Удобрения,4910.607465002182
2026-02-01,Удобрения,4714.84160548428
2026-03-01,Удобрения,5182.675420226338
2026-04-01,Удобрения,4930.512268555015
2026-05-01,Удобрения,5103.918132532214
2026-06-01,Удобрения,4844.485628081786
2026-07-01,Удобрения,4878.1998396948175
2026-08-01,Удобрения,4911.500901565216
2026-09-01,Удобрения,4719.7042122922685
2026-10-01,Удобрения,4941.991580929065
2026-11-01,Удобрения,4935.220291558283
2026-12-01,Удобрения,5108.187762155515
2027-01-01,Удобрения,4981.879004487498
2027-02-01,Удобрения,4769.02105020653
2027-03-01,Удобрения,5222.964912704338
2027-04-01,Удобрения,4953.880610028253
2027-05-01,Удобрения,5105.759865435656
2027-06-01,Удобрения,4837.414912786464
2027-07-01,Удобрения,4903.2165701377835
2027-08-01,Удобрения,4921.077403657978
2027-09-01,Удобрения,4725.907255315909
2027-10-01,Удобрения,4935.514065865174
2027-11-01,Удобрения,4927.944956149129
2027-12-01,Удобрения,5074.034302070858
2028-01-01,Удобрения,4912.986867920965
2028-02-01,Удобрения,4718.625743305285
2028-03-01,Удобрения,5156.95523781709
2028-04-01,Удобрения,4910.82927411989
2028-05-01,Удобрения,5045.582318203461
2028-06-01,Удобрения,4792.849041756375
2028-07-01,Удобрения,4859.143440092365
2028-08-01,Удобрения,4871.682773513969
2028-09-01,Удобрения,4671.873606469164
2028-10-01,Удобрения,4862.283308234523
2028-11-01,Удобрения,4852.891303663498
2028-12-01,Удобрения,5003.205375899618
2029-01-01,Удобрения,4819.939485104299
2029-02-01,Удобрения,4620.9859833635
2029-03-01,Удобрения,5061.506133756252
2029-04-01,Удобрения,4815.374789111891
2029-05-01,Удобрения,4942.669795266655
2029-06-01,Удобрения,4687.123324175131
2029-07-01,Удобрения,4747.791294079979
2029-08-01,Удобрения,4744.9538745172395
2029-09-01,Удобрения,4551.013930649162
2029-10-01,Удобрения,4736.761913056024
2029-11-01,Удобрения,4715.508130406526
2029-12-01,Удобрения,4857.244308329627
2030-01-01,Удобрения,4660.002090407698
2030-02-01,Удобрения,4459.336809334915
2030-03-01,Удобрения,4904.863851625168
2030-04-01,Удобрения,4656.01712711438
2030-05-01,Удобрения,4779.652742582674
2030-06-01,Удобрения,4514.62961066827
2030-07-01,Удобрения,4581.058350803972
2030-08-01,Удобрения,4570.926422331956
2030-09-01,Удобрения,4376.378304176495
2030-10-01,Удобрения,4558.6328755638715
2030-11-01,Удобрения,4523.477162647104
2030-12-01,Удобрения,4660.943813866065
2031-01-01,Удобрения,4448.16219287653
2031-02-01,Удобрения,4239.604358652478
2031-03-01,Удобрения,4698.885009854365
2031-04-01,Удобрения,4444.11248615271
2031-05-01,Удобрения,4569.848704020112
2031-06-01,Удобрения,4294.92947125822
2031-07-01,Удобрения,4362.837933667228
2031-08-01,Удобрения,4346.065107392228
2031-09-01,Удобрения,4149.458936280106
2031-10-01,Удобрения,4335.632356221913
2031-11-01,Удобрения,4288.531434332907
2031-12-01,Удобрения,4412.526352036107
2032-01-01,Удобрения,4190.729638366516
2032-02-01,Удобрения,3972.6355400263665
2032-03-01,Удобрения,4444.09348456889
2032-04-01,Удобрения,4188.159530122367
2032-05-01,Удобрения,4309.691249430152
2032-06-01,Удобрения,4035.3371730960716
2032-07-01,Удобрения,4093.230183378323
2032-08-01,Удобрения,4075.143595229395
2032-09-01,Удобрения,3878.2555254858403
2032-10-01,Удобрения,4062.7343060835933
2032-11-01,Удобрения,3998.5953667220915
2032-12-01,Удобрения,4116.528596000262
2033-01-01,Удобрения,3885.647534045262
2033-02-01,Удобрения,3659.4543256490847
2033-03-01,Удобрения,4143.208033331576
2033-04-01,Удобрения,3885.423371444322
2033-05-01,Удобрения,4006.1692138726917
2033-06-01,Удобрения,3719.1177361315017
2033-07-01,Удобрения,3780.683632728232
2033-08-01,Удобрения,3756.9459616247304
2033-09-01,Удобрения,3562.3515298505176
2033-10-01,Удобрения,3751.489914141844
2033-11-01,Удобрения,3673.188969716933
2033-12-01,Удобрения,3780.8453132771706
2034-01-01,Удобрения,3531.8308615648098
2034-02-01,Удобрения,3396.335865016905
2034-03-01,Удобрения,3799.5483010632174
2034-04-01,Удобрения,3532.441092827641
2034-05-01,Удобрения,3652.7019635904658
2034-06-01,Удобрения,3476.1274769600454
2034-07-01,Удобрения,3536.690196143853
2034-08-01,Удобрения,3537.648228864301
2034-09-01,Удобрения,3394.40650600624
2034-10-01,Удобрения,3495.0392211737794
2034-11-01,Удобрения,3478.4051900573
2034-12-01,Удобрения,3562.4225896118305
2035-01-01,Удобрения,3506.7495721272967
2035-02-01,Удобрения,3392.384245905868
2035-03-01,Удобрения,3646.2368179714913
2035-04-01,Удобрения,3511.011191424709
2035-05-01,Удобрения,3596.8252932036744
2035-06-01,Удобрения,3471.4785938394716
2035-07-01,Удобрения,3532.536259762486
2035-08-01,Удобрения,3531.427323577713
2035-09-01,Удобрения,3385.2499574958483
2035-10-01,Удобрения,3484.981509313693
2035-11-01,Удобрения,3465.2368005097937
2035-12-01,Удобрения,3550.0121096462567
2036-01-01,Удобрения,3497.613034889721
2036-02-01,Удобрения,3385.749616295614
2036-03-01,Удобрения,3637.531685033253
2036-04-01,Удобрения,3499.5341354535994
2036-05-01,Удобрения,3586.7505768546107
2036-06-01,Удобрения,3460.7627025408965
2036-07-01,Удобрения,3523.521170672183
2036-08-01,Удобрения,3521.0825448198875
2036-09-01,Удобрения,3374.197140085353
2036-10-01,Удобрения,3471.620690756256
2036-11-01,Удобрения,3451.1922974486247
2036-12-01,Удобрения,3536.732736586172
2026-01-01,Хлебные грузы,2370.505887232639
2026-02-01,Хлебные грузы,2516.9794628375157
2026-03-01,Хлебные грузы,2712.0871187388875
2026-04-01,Хлебные грузы,2548.586566113194
2026-05-01,Хлебные грузы,2300.072498236649
2026-06-01,Хлебные грузы,2020.6256167923825
2026-07-01,Хлебные грузы,2162.51519182894
2026-08-01,Хлебные грузы,2648.574507928741
2026-09-01,Хлебные грузы,2846.314546786062
2026-10-01,Хлебные грузы,3133.5369541599653
2026-11-01,Хлебные грузы,3000.8601479251683
2026-12-01,Хлебные грузы,3128.6281731216754
2027-01-01,Хлебные грузы,2423.9167765363854
2027-02-01,Хлебные грузы,2551.7492982109793
2027-03-01,Хлебные грузы,2760.535695086616
2027-04-01,Хлебные грузы,2581.0147024527378
2027-05-01,Хлебные грузы,2340.82695397769
2027-06-01,Хлебные грузы,2039.574053559379
2027-07-01,Хлебные грузы,2220.5601531589114
2027-08-01,Хлебные грузы,2706.6624069958416
2027-09-01,Хлебные грузы,2888.3766510858654
2027-10-01,Хлебные грузы,3190.0753782062397
2027-11-01,Хлебные грузы,3053.7772621255594
2027-12-01,Хлебные грузы,3176.485200846607
2028-01-01,Хлебные грузы,2471.962579560306
2028-02-01,Хлебные грузы,2592.5354111609445
2028-03-01,Хлебные грузы,2811.6158079092543
2028-04-01,Хлебные грузы,2623.7012450189045
2028-05-01,Хлебные грузы,2393.2730490417
2028-06-01,Хлебные грузы,2016.9600388445413
2028-07-01,Хлебные грузы,2269.4198342407867
2028-08-01,Хлебные грузы,2743.079452269771
2028-09-01,Хлебные грузы,2909.693454055669
2028-10-01,Хлебные грузы,3207.9407288560783
2028-11-01,Хлебные грузы,3064.8857062389156
2028-12-01,Хлебные грузы,3186.0178420140564
2029-01-01,Хлебные грузы,2492.2862829734277
2029-02-01,Хлебные грузы,2598.945784239013
2029-03-01,Хлебные грузы,2828.1295732545886
2029-04-01,Хлебные грузы,2638.5772915821544
2029-05-01,Хлебные грузы,2418.5691730777394
2029-06-01,Хлебные грузы,1974.2092569019521
2029-07-01,Хлебные грузы,2261.1815606441287
2029-08-01,Хлебные грузы,2739.687109878158
2029-09-01,Хлебные грузы,2896.555052465439
2029-10-01,Хлебные грузы,3189.6437756249074
2029-11-01,Хлебные грузы,3043.395903062691
2029-12-01,Хлебные грузы,3159.8223542689716
2030-01-01,Хлебные грузы,2482.552055330346
2030-02-01,Хлебные грузы,2575.9994720413897
2030-03-01,Хлебные грузы,2814.9396016151622
2030-04-01,Хлебные грузы,2622.6163857528663
2030-05-01,Хлебные грузы,2351.444355611325
2030-06-01,Хлебные грузы,1907.4940665620502
2030-07-01,Хлебные грузы,2188.6446259257627
2030-08-01,Хлебные грузы,2707.9617659031023
2030-09-01,Хлебные грузы,2849.256255551334
2030-10-01,Хлебные грузы,3134.3672169427027
2030-11-01,Хлебные грузы,2984.582989175427
2030-12-01,Хлебные грузы,3097.9828383258255
2031-01-01,Хлебные грузы,2440.1709232574017
2031-02-01,Хлебные грузы,2515.4270121590466
2031-03-01,Хлебные грузы,2768.523762829363
2031-04-01,Хлебные грузы,2573.9020883683156
2031-05-01,Хлебные грузы,2259.039004774472
2031-06-01,Хлебные грузы,1822.6970628852212
2031-07-01,Хлебные грузы,2093.955897802705
2031-08-01,Хлебные грузы,2643.850315806396
2031-09-01,Хлебные грузы,2766.39210076843
2031-10-01,Хлебные грузы,3046.246754626962
2031-11-01,Хлебные грузы,2895.551624877433
2031-12-01,Хлебные грузы,2999.883689234113
2032-01-01,Хлебные грузы,2368.468867453731
2032-02-01,Хлебные грузы,2422.7904994777687
2032-03-01,Хлебные грузы,2689.649431410975
2032-04-01,Хлебные грузы,2495.592464603692
2032-05-01,Хлебные грузы,2143.3249073552784
2032-06-01,Хлебные грузы,1722.2934290035428
2032-07-01,Хлебные грузы,1975.9656662851737
2032-08-01,Хлебные грузы,2546.6102924514557
2032-09-01,Хлебные грузы,2649.2188121924596
2032-10-01,Хлебные грузы,2918.454383888736
2032-11-01,Хлебные грузы,2763.892358141233
2032-12-01,Хлебные грузы,2863.7346189803734
2033-01-01,Хлебные грузы,2233.2729047552994
2033-02-01,Хлебные грузы,2294.340470561779
2033-03-01,Хлебные грузы,2575.9235905554897
2033-04-01,Хлебные грузы,2336.115537088979
2033-05-01,Хлебные грузы,2006.0747437689135
2033-06-01,Хлебные грузы,1597.848599202884
2033-07-01,Хлебные грузы,1837.4007787963164
2033-08-01,Хлебные грузы,2412.2904903809317
2033-09-01,Хлебные грузы,2494.293066350088
2033-10-01,Хлебные грузы,2756.4568758906826
2033-11-01,Хлебные грузы,2600.2398852524366
2033-12-01,Хлебные грузы,2692.4475016250767
2034-01-01,Хлебные грузы,2045.3783127071808
2034-02-01,Хлебные грузы,2165.2492905728873
2034-03-01,Хлебные грузы,2426.921335324842
2034-04-01,Хлебные грузы,2140.6506159991873
2034-05-01,Хлебные грузы,1843.13086679115
2034-06-01,Хлебные грузы,1504.590223196502
2034-07-01,Хлебные грузы,1731.8145959294611
2034-08-01,Хлебные грузы,2314.5982180862106
2034-09-01,Хлебные грузы,2436.6379065169544
2034-10-01,Хлебные грузы,2627.4088632278767
2034-11-01,Хлебные грузы,2522.222155326918
2034-12-01,Хлебные грузы,2597.411285279809
2035-01-01,Хлебные грузы,2047.6854597572433
2035-02-01,Хлебные грузы,2180.6180287268326
2035-03-01,Хлебные грузы,2356.2680397240456
2035-04-01,Хлебные грузы,2145.8777132997543
2035-05-01,Хлебные грузы,1830.0731560624968
2035-06-01,Хлебные грузы,1514.8102189392803
2035-07-01,Хлебные грузы,1744.0252084200429
2035-08-01,Хлебные грузы,2329.769566543627
2035-09-01,Хлебные грузы,2491.5076677535512
2035-10-01,Хлебные грузы,2680.8293198531687
2035-11-01,Хлебные грузы,2573.964597841497
2035-12-01,Хлебные грузы,2650.340842020006
2036-01-01,Хлебные грузы,2060.500741968576
2036-02-01,Хлебные грузы,2195.682778282653
2036-03-01,Хлебные грузы,2372.060626469388
2036-04-01,Хлебные грузы,2158.430708347809
2036-05-01,Хлебные грузы,1841.2302403945828
